Regular Season,Sun,29-Dec-13,LP Field,Tennessee Titans,Houston Texans,16,10,311,288,69143
Regular Season,Sun,29-Dec-13,Gillette Stadium,New England Patriots,Buffalo Bills,34,20,382,393,68756
Regular Season,Sun,29-Dec-13,CenturyLink Field,Seattle Seahawks,St. Louis Rams,27,9,269,158,68264
Regular Season,Sun,29-Dec-13,Qualcomm Stadium,San Diego Chargers,Kansas City Chiefs,27,24,405,332,66374
Regular Season,Sun,29-Dec-13,Lucas Oil Stadium,Indianapolis Colts,Jacksonville Jaguars,30,10,379,350,66008
Regular Season,Sun,29-Dec-13,Mall of America Field,Minnesota Vikings,Detroit Lions,14,13,345,245,64134
Regular Season,Sun,29-Dec-13,University of Phoenix Stadium,San Francisco 49ers,Arizona Cardinals,23,20,375,482,63570
Regular Season,Sun,29-Dec-13,Soldier Field,Green Bay Packers,Chicago Bears,33,28,473,345,62708
Regular Season,Sun,29-Dec-13,Paul Brown Stadium,Cincinnati Bengals,Baltimore Ravens,34,17,392,222,62406
Regular Season,Sun,29-Dec-13,Heinz Field,Pittsburgh Steelers,Cleveland Browns,20,7,292,293,56361
Regular Season,Sun,29-Dec-13,O.co Coliseum,Denver Broncos,Oakland Raiders,34,14,458,255,51500
WildCard,Sat,4-Jan-14,Lincoln Financial Field,New Orleans Saints,Philadelphia Eagles,26,24,434,256,69144
WildCard,Sat,4-Jan-14,Lucas Oil Stadium,Indianapolis Colts,Kansas City Chiefs,45,44,536,513,63551
WildCard,Sun,5-Jan-14,Lambeau Field,San Francisco 49ers,Green Bay Packers,23,20,381,281,77525
WildCard,Sun,5-Jan-14,Paul Brown Stadium,San Diego Chargers,Cincinnati Bengals,27,10,318,439,62277
Division,Sat,11-Jan-14,Gillette Stadium,New England Patriots,Indianapolis Colts,43,22,419,386,68756
Division,Sat,11-Jan-14,CenturyLink Field,Seattle Seahawks,New Orleans Saints,23,15,277,409,68388
Division,Sun,12-Jan-14,Sports Authority Field at Mile High,Denver Broncos,San Diego Chargers,24,17,363,259,76969
Division,Sun,12-Jan-14,Bank of America Stadium,San Francisco 49ers,Carolina Panthers,23,10,315,325,73784
Conference Champion,Sun,19-Jan-14,Sports Authority Field at Mile High,Denver Broncos,New England Patriots,26,16,507,320,77110
Conference Champion,Sun,19-Jan-14,CenturyLink Field,Seattle Seahawks,San Francisco 49ers,23,17,308,308,68454
Super Bowl,Sun,2-Feb-14,MetLife Stadium,Seattle Seahawks,Denver Broncos,43,8,341,306,82529
